date,title,trail_text,source,section,url,query,sentiment_text,news_vader_compound,news_vader_pos,news_vader_neu,news_vader_neg,news_sentiment_label
2015-04-08,Australian banks under pressure after French lenders rule out funding Galilee Basin coalmines,Move brings to 11 the number of international banks that have publicly distanced themselves from Australia’s largest coal projects ,The Guardian,Business,https://www.theguardian.com/business/2015/apr/08/galilee-basin-coalmines-australian-banks-under-pressure-after-french-lenders-rule-out-funding,"""Commonwealth Bank""",Australian banks under pressure after French lenders rule out funding Galilee Basin coalmines Move brings to 11 the number of international banks that have publicly distanced themselves from Australia’s largest coal projects ,-0.2263,0.039,0.896,0.066,negative
2015-04-09,The human cost of ending money transfers to war-torn countries,"High school fees, food, housing – Australian Somalis tell of despair that payments to family have stopped with Westpac’s decision to exit industry",The Guardian,Business,https://www.theguardian.com/business/2015/apr/09/the-human-cost-of-ending-money-transfers-to-war-torn-countries,"""Commonwealth Bank""","The human cost of ending money transfers to war-torn countries High school fees, food, housing – Australian Somalis tell of despair that payments to family have stopped with Westpac’s decision to exit industry",-0.4939,0.0,0.881,0.119,negative
2015-04-20,"Set up royal commission into financial planning, whistleblower urges Senate",Jeff Morris also says corporate regulator Asic must explain its failure to keep major banks accountable,The Guardian,Business,https://www.theguardian.com/business/2015/apr/20/set-up-royal-commission-into-financial-planning-whistleblower-urges-senate,"""Commonwealth Bank""","Set up royal commission into financial planning, whistleblower urges Senate Jeff Morris also says corporate regulator Asic must explain its failure to keep major banks accountable",-0.5106,0.0,0.883,0.117,negative
2015-04-21,NAB signals it will lift gagging orders on victims of poor financial advice,Chief executive Andrew Thorburn says orders preventing Australians speaking out about poor advice could be lifted ‘in principle’,The Guardian,Australia news,https://www.theguardian.com/australia-news/2015/apr/21/nab-signals-it-will-lift-gagging-orders-on-victims-of-poor-financial-advice,"""Commonwealth Bank""",NAB signals it will lift gagging orders on victims of poor financial advice Chief executive Andrew Thorburn says orders preventing Australians speaking out about poor advice could be lifted ‘in principle’,-0.8225,0.0,0.738,0.262,negative
2015-05-05,Australian CEOs call on political leaders to support marriage equality,"Business leaders, including Qantas chief Alan Joyce, say tolerance and diversity are all part of Australia’s ‘public brand’ and supporting marriage equality is the ‘last piece of the puzzle’",The Guardian,Australia news,https://www.theguardian.com/world/2015/may/05/australian-ceos-call-on-political-leaders-to-support-marriage-equality,"""Commonwealth Bank""","Australian CEOs call on political leaders to support marriage equality Business leaders, including Qantas chief Alan Joyce, say tolerance and diversity are all part of Australia’s ‘public brand’ and supporting marriage equality is the ‘last piece of the puzzle’",0.7783,0.178,0.822,0.0,positive
2015-05-05,Reserve Bank of Australia cuts rates to historic new low of 2%,RBA says falling commodity prices and weak business investment meant the second cut this year was necessary to encourage a pickup in household demand,The Guardian,Australia news,https://www.theguardian.com/australia-news/2015/may/05/reserve-bank-of-australia-cuts-rates-to-historic-new-low-of-2,"""Commonwealth Bank""",Reserve Bank of Australia cuts rates to historic new low of 2% RBA says falling commodity prices and weak business investment meant the second cut this year was necessary to encourage a pickup in household demand,-0.7269,0.074,0.649,0.277,negative
2015-05-08,Coalition's unwillingness to tax means commitment to fairness won’t last,"Preventing wealthy retirees from claiming a part-pension is much fairer than last year’s plan to erode the value of all pensions, but is it an epiphany or strategy?",The Guardian,Australia news,https://www.theguardian.com/australia-news/2015/may/08/coalitions-unwillingness-to-tax-means-commitment-to-fairness-wont-last,"""Commonwealth Bank""","Coalition's unwillingness to tax means commitment to fairness won’t last Preventing wealthy retirees from claiming a part-pension is much fairer than last year’s plan to erode the value of all pensions, but is it an epiphany or strategy?",0.4939,0.13,0.844,0.026,positive
2015-05-13,"Budget 2015: Tony Abbott creates new attack line, ruling out tax increases","Abbott’s latest angle, that only Labor will raise taxes, appears to confirm hopes of returning to surplus using cuts and hidden tax increases",The Guardian,Australia news,https://www.theguardian.com/australia-news/2015/may/13/budget-2015-tony-abbott-creates-new-attack-line-ruling-out-tax-increases,"""Commonwealth Bank""","Budget 2015: Tony Abbott creates new attack line, ruling out tax increases Abbott’s latest angle, that only Labor will raise taxes, appears to confirm hopes of returning to surplus using cuts and hidden tax increases",-0.1027,0.119,0.752,0.129,negative
2015-05-15,ANZ Championships: controversial conference system could see better finals,Conference system has been condemned but it could produce more crackers; Firebirds in pole position; and England’s revival - it’s on for young and old,The Guardian,Sport,https://www.theguardian.com/sport/blog/2015/may/15/netball-conference-system-sees-finals-improvement,"""Commonwealth Bank""",ANZ Championships: controversial conference system could see better finals Conference system has been condemned but it could produce more crackers; Firebirds in pole position; and England’s revival - it’s on for young and old,0.1779,0.108,0.802,0.09,positive
2015-05-19,"Rachelle Louise v the Tele: another great case, snatched away from us","Defamation cases are where the law, the media and the plaintiff’s sense of self intersect – and Rachelle Louise v the Daily Telegraph had it all",The Guardian,Opinion,https://www.theguardian.com/commentisfree/2015/may/19/rachelle-louise-v-the-tele-another-great-case-snatched-away-from-us,"""Commonwealth Bank""","Rachelle Louise v the Tele: another great case, snatched away from us Defamation cases are where the law, the media and the plaintiff’s sense of self intersect – and Rachelle Louise v the Daily Telegraph had it all",0.6249,0.1,0.9,0.0,positive
2015-05-20,"Australia's banks have 10% loans in risky fossil fuels, says investment adviser","Biggest four banks have about 10% of known loan arrangements in coal, oil and gas projects, which could be ‘stranded’ by policy change, research shows",The Guardian,Business,https://www.theguardian.com/business/2015/may/20/australias-banks-have-10-loans-in-risky-fossil-fuels-says-investment-adviser,"""Commonwealth Bank""","Australia's banks have 10% loans in risky fossil fuels, says investment adviser Biggest four banks have about 10% of known loan arrangements in coal, oil and gas projects, which could be ‘stranded’ by policy change, research shows",-0.2023,0.0,0.952,0.048,negative
2015-05-22,"Belt up, fellow Australians: we're in for another Big Stupid tax debate",The Coalition’s decision to rule out any changes to superannuation taxes – ever – because ‘higher tax = Labor = bad’ is a comic book argument,The Guardian,Australia news,https://www.theguardian.com/australia-news/2015/may/22/belt-up-fellow-australians-were-in-for-another-big-stupid-tax-debate,"""Commonwealth Bank""","Belt up, fellow Australians: we're in for another Big Stupid tax debate The Coalition’s decision to rule out any changes to superannuation taxes – ever – because ‘higher tax = Labor = bad’ is a comic book argument",-0.7096,0.0,0.859,0.141,negative
2015-06-01,Treasury secretary says superannuation tax concessions need to be reviewed,Labor seizes on John Fraser’s comments following the Coalition framing superannuation as a clear point of difference between the parties,The Guardian,Australia news,https://www.theguardian.com/australia-news/2015/jun/01/treasury-secretary-says-superannuation-tax-concessions-need-to-be-reviewed,"""Commonwealth Bank""",Treasury secretary says superannuation tax concessions need to be reviewed Labor seizes on John Fraser’s comments following the Coalition framing superannuation as a clear point of difference between the parties,0.7269,0.208,0.792,0.0,positive
2015-06-10,"Forget about intergenerational theft, this is intergenerational bullying",What does the Abbott government have against young people? They’ve told us to ‘have a go’ but their policies make life much harder for us,The Guardian,Opinion,https://www.theguardian.com/commentisfree/2015/jun/10/forget-about-intergenerational-theft-this-is-intergenerational-bullying,"""Commonwealth Bank""","Forget about intergenerational theft, this is intergenerational bullying What does the Abbott government have against young people? They’ve told us to ‘have a go’ but their policies make life much harder for us",-0.4404,0.0,0.888,0.112,negative
2015-06-17,Australian banks 'favour fossil fuel projects over renewables by $6 to $1',"Highly unlikely that any major polluting project could go ahead in the country without investment by the big four, Market Forces campaigner says",The Guardian,Environment,https://www.theguardian.com/environment/2015/jun/17/australian-banks-favour-fossil-fuel-projects-over-renewables-by-6-to-1,"""Commonwealth Bank""","Australian banks 'favour fossil fuel projects over renewables by $6 to $1' Highly unlikely that any major polluting project could go ahead in the country without investment by the big four, Market Forces campaigner says",0.4404,0.079,0.921,0.0,positive
2015-06-17,Does your superannuation fund invest in fossil fuel companies?,Even some super funds listed as ‘sustainable’ that advertise themselves as socially responsible have a relatively high investment in fossil fuel companies. ,The Guardian,News,https://www.theguardian.com/news/datablog/2015/jun/18/does-your-superannuation-fund-invest-in-fossil-fuel-companies,"""Commonwealth Bank""",Does your superannuation fund invest in fossil fuel companies? Even some super funds listed as ‘sustainable’ that advertise themselves as socially responsible have a relatively high investment in fossil fuel companies. ,0.7351,0.176,0.824,0.0,positive
2015-07-01,Barclays new IT director was given £1.6m of shares,"Award, which was announced to the stock exchange, was part of deal to buy Michael Harte out of his role at Commonwealth Bank of Australia",The Guardian,Business,https://www.theguardian.com/business/2015/jul/01/barclays-new-it-director-was-given-16m-of-shares,"""Commonwealth Bank""","Barclays new IT director was given £1.6m of shares Award, which was announced to the stock exchange, was part of deal to buy Michael Harte out of his role at Commonwealth Bank of Australia",0.6908,0.151,0.849,0.0,positive
2015-07-21,Australian tax reform: options on the menu for Abbott and premiers at Coag,Increasing or broadening the base of GST? Hiking the Medicare levy? Scrapping negative gearing? Who supports which measures as political leaders gather for the Coag meeting in Sydney,The Guardian,Australia news,https://www.theguardian.com/news/2015/jul/22/australian-tax-reform-options-on-the-menu-for-abbott-and-premiers-at-coag,"""Commonwealth Bank""",Australian tax reform: options on the menu for Abbott and premiers at Coag Increasing or broadening the base of GST? Hiking the Medicare levy? Scrapping negative gearing? Who supports which measures as political leaders gather for the Coag meeting in Sydney,-0.4098,0.055,0.853,0.093,negative
2015-07-31,Legal battle to unearth Commonwealth Bank's fossil fuel interests fails,"The Australasian Centre for Corporate Responsibility, a Commonwealth Bank shareholder, tried to put a resolution on greenhouse gasses to the bank’s AGM",The Guardian,Environment,https://www.theguardian.com/environment/2015/jul/31/legal-battle-to-unearth-commonwealth-banks-fossil-fuel-interests-fails,"""Commonwealth Bank""","Legal battle to unearth Commonwealth Bank's fossil fuel interests fails The Australasian Centre for Corporate Responsibility, a Commonwealth Bank shareholder, tried to put a resolution on greenhouse gasses to the bank’s AGM",-0.4404,0.095,0.759,0.146,negative
2015-08-05,"Future of Carmichael mine hinges not on skinks or snakes, but its business case","Its potential environmental impact on vulnerable species has caused outrage, yet it is the fight to make the mine viable that may yet pose the greatest challenge",The Guardian,Environment,https://www.theguardian.com/environment/2015/aug/06/future-of-carmichael-mine-hinges-not-on-skinks-or-snakes-but-its-business-case,"""Commonwealth Bank""","Future of Carmichael mine hinges not on skinks or snakes, but its business case Its potential environmental impact on vulnerable species has caused outrage, yet it is the fight to make the mine viable that may yet pose the greatest challenge",-0.4497,0.136,0.674,0.191,negative
2015-08-07,Banking worries spark biggest one-day fall in Australian shares for three years,"Concerns that the Commonwealth Bank will have to announce a large fund raising were behind a 2.4% drop in the ASX200 index, despite an upbeat quarterly statement from the RBA",The Guardian,Business,https://www.theguardian.com/business/2015/aug/07/banking-worries-spark-biggest-one-day-fall-in-australian-shares-for-three-years,"""Commonwealth Bank""","Banking worries spark biggest one-day fall in Australian shares for three years Concerns that the Commonwealth Bank will have to announce a large fund raising were behind a 2.4% drop in the ASX200 index, despite an upbeat quarterly statement from the RBA",-0.2023,0.087,0.809,0.104,negative
2015-08-09,RBS executives set for multimillion-pound payouts,Share awards come a week after the government sold a stake in Royal Bank of Scotland,The Guardian,Business,https://www.theguardian.com/business/2015/aug/09/rbs-executives-set-for-multimillion-pound-payout,"""Commonwealth Bank""",RBS executives set for multimillion-pound payouts Share awards come a week after the government sold a stake in Royal Bank of Scotland,0.6369,0.206,0.794,0.0,positive
2015-08-10,Standard Chartered quits controversial Carmichael coalmine in Queensland,"Involvement with the mine, which critics say threatens endangered species, was exposing the London-based bank to reputational damage",The Guardian,Business,https://www.theguardian.com/business/2015/aug/10/standard-chartered-quits-controversial-queensland-coal-mining-project,"""Commonwealth Bank""","Standard Chartered quits controversial Carmichael coalmine in Queensland Involvement with the mine, which critics say threatens endangered species, was exposing the London-based bank to reputational damage",-0.872,0.0,0.638,0.362,negative
2015-08-11,Carmichael mine's new hurdle: analysts predict India's coal imports zero by 2021,"Adani’s $16bn coalmine would be left ‘stranded’, says energy institute, by India’s plan to install renewable energy plants and upgrade grids",The Guardian,Environment,https://www.theguardian.com/environment/2015/aug/11/carmichael-mines-new-hurdle-analysts-predict-indias-coal-imports-zero-by-2021,"""Commonwealth Bank""","Carmichael mine's new hurdle: analysts predict India's coal imports zero by 2021 Adani’s $16bn coalmine would be left ‘stranded’, says energy institute, by India’s plan to install renewable energy plants and upgrade grids",0.4939,0.119,0.881,0.0,positive
2015-08-13,The Weekly Beast: Rupert Murdoch's in town and News Corp gets the vapours,The press baron’s visit to Sydney was met with some eccentric behaviour by his media-watchers. Plus Michael Clarke gets bowled a couple of bouncers from the Courier-Mail,The Guardian,Media,https://www.theguardian.com/media/2015/aug/13/the-weekly-beast-rupert-murdochs-in-town-and-news-corp-gets-the-vapours,"""Commonwealth Bank""",The Weekly Beast: Rupert Murdoch's in town and News Corp gets the vapours The press baron’s visit to Sydney was met with some eccentric behaviour by his media-watchers. Plus Michael Clarke gets bowled a couple of bouncers from the Courier-Mail,0.0,0.0,1.0,0.0,neutral
2015-08-13,Is Australia stuck in a 'new normal' of low wages growth?,"Labour market flexibility has kept wages growth down while demand was weak, but it remains to be seen whether it will push up wages when demand returns",The Guardian,Business,https://www.theguardian.com/business/grogonomics/2015/aug/13/is-australia-stuck-in-a-new-normal-of-low-wages-growth,"""Commonwealth Bank""","Is Australia stuck in a 'new normal' of low wages growth? Labour market flexibility has kept wages growth down while demand was weak, but it remains to be seen whether it will push up wages when demand returns",-0.0516,0.124,0.701,0.175,negative
2015-08-13,Global insurer Aviva warns of 'grave reputational risks' of Carmichael mine,Concerns come as president of Kiribati calls for immediate worldwide moratorium on new coalmines and expansions ahead of Paris climate talks,The Guardian,Environment,https://www.theguardian.com/environment/2015/aug/13/insurer-aviva-warns-reputational-risks-bankrolling-carmichael-coalmine,"""Commonwealth Bank""",Global insurer Aviva warns of 'grave reputational risks' of Carmichael mine Concerns come as president of Kiribati calls for immediate worldwide moratorium on new coalmines and expansions ahead of Paris climate talks,-0.6249,0.0,0.826,0.174,negative
2015-08-18,Australian shares hit seven-month low as China uncertainty hurts banks,Financial stocks are punished and Chinese market slumps alarmingly amid fears that the ‘party is over’ in the world’s second biggest economy,The Guardian,Business,https://www.theguardian.com/business/2015/aug/18/australian-shares-hit-seven-month-low-as-china-uncertainty-hurts-banks,"""Commonwealth Bank""",Australian shares hit seven-month low as China uncertainty hurts banks Financial stocks are punished and Chinese market slumps alarmingly amid fears that the ‘party is over’ in the world’s second biggest economy,-0.93,0.05,0.566,0.385,negative
2015-08-20,"Banks have treated our housing market like a Ponzi scheme, and it's about to bust","Australia’s housing market is looking a lot like the US, Ireland and Spain before the global financial crisis. Why aren’t politicians more concerned?",The Guardian,Opinion,https://www.theguardian.com/commentisfree/2015/aug/20/banks-have-treated-our-housing-market-like-a-ponzi-scheme-and-its-about-to-bust,"""Commonwealth Bank""","Banks have treated our housing market like a Ponzi scheme, and it's about to bust Australia’s housing market is looking a lot like the US, Ireland and Spain before the global financial crisis. Why aren’t politicians more concerned?",-0.0258,0.113,0.794,0.093,neutral
2015-09-03,NAB rules out funding Adani's Carmichael mine as buyer LG pulls out,Australia’s biggest proposed coal project loses 4m tonne deal with one of its two big customers as the country’s fourth-largest bank publicly distances itself,The Guardian,Business,https://www.theguardian.com/business/2015/sep/03/nab-rules-out-funding-adanis-carmichael-mine-as-buyer-lg-pulls-out,"""Commonwealth Bank""",NAB rules out funding Adani's Carmichael mine as buyer LG pulls out Australia’s biggest proposed coal project loses 4m tonne deal with one of its two big customers as the country’s fourth-largest bank publicly distances itself,-0.3182,0.0,0.938,0.062,negative
2015-10-06,ANZ 'will not finance' dirty coal plants and pledges $10bn for clean energy,Bank rules out funding ‘conventional coal-fired power plants’ that do not use proven technologies to significantly reduce emissions,The Guardian,Business,https://www.theguardian.com/business/2015/oct/06/anz-will-not-finance-dirty-coal-plants-and-pledges-10bn-for-clean-energy,"""Commonwealth Bank""",ANZ 'will not finance' dirty coal plants and pledges $10bn for clean energy Bank rules out funding ‘conventional coal-fired power plants’ that do not use proven technologies to significantly reduce emissions,0.7356,0.205,0.795,0.0,positive
2015-10-15,"Gee, Westpac must have thought hard about passing on the cost of regulation to customers","After announcing an increase in profits, Westpac announced on Wednesday it would be raising mortgage rates to cover the cost of making it more secure",The Guardian,Business,https://www.theguardian.com/business/grogonomics/2015/oct/15/westpac-to-pass-on-cost-of-regulation-to-customers-despite-profit-increase,"""Commonwealth Bank""","Gee, Westpac must have thought hard about passing on the cost of regulation to customers After announcing an increase in profits, Westpac announced on Wednesday it would be raising mortgage rates to cover the cost of making it more secure",0.7574,0.174,0.795,0.031,positive
2015-10-19,Turnbull government to crack down on excessive credit card surcharges,Move to enshrine the objective of the superannuation system in legislation amid measures announced in response to Murray review of financial system,The Guardian,Money,https://www.theguardian.com/money/2015/oct/20/turnbull-government-to-crack-down-on-excessive-credit-card-surcharges,"""Commonwealth Bank""",Turnbull government to crack down on excessive credit card surcharges Move to enshrine the objective of the superannuation system in legislation amid measures announced in response to Murray review of financial system,0.3818,0.077,0.923,0.0,positive
2015-10-20,New poll narrows Coalition's lead over Labor – politics live,"The Turnbull government unveils its response to the Murray inquiry into the financial system, while the Human Rights Commission president calls for greater oversight of immigration detention centres. All the developments from Canberra, live",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2015/oct/20/turnbull-to-unveil-new-banking-regulations-politics-live,"""Commonwealth Bank""","New poll narrows Coalition's lead over Labor – politics live The Turnbull government unveils its response to the Murray inquiry into the financial system, while the Human Rights Commission president calls for greater oversight of immigration detention centres. All the developments from Canberra, live",0.0,0.053,0.894,0.053,neutral
2015-10-20,Turnbull's financial system changes: how they affect you,"From ending credit card surcharges to greater choice for super funds, the changes could benefit consumers but may come at a price if banks pass on the costs",The Guardian,Business,https://www.theguardian.com/business/2015/oct/20/turnbulls-financial-system-changes-how-they-affect-you,"""Commonwealth Bank""","Turnbull's financial system changes: how they affect you From ending credit card surcharges to greater choice for super funds, the changes could benefit consumers but may come at a price if banks pass on the costs",0.7184,0.2,0.8,0.0,positive
2015-10-20,Credit card crackdown: companies must charge only real costs,Scott Morrison says some companies have been passing on inflated surcharges of up to 10% when transaction costs them only half a per cent,The Guardian,Australia news,https://www.theguardian.com/australia-news/2015/oct/21/credit-card-crackdown-companies-must-charge-only-real-costs,"""Commonwealth Bank""",Credit card crackdown: companies must charge only real costs Scott Morrison says some companies have been passing on inflated surcharges of up to 10% when transaction costs them only half a per cent,0.3818,0.075,0.925,0.0,positive
2015-10-22,Labor builds the pressure over marriage equality – politics live,"Labor attacks the royal commission into trade unions over its request for personal details of 9,000 members, and it launches a new policy on the sharing economy, as the Coalition’s internal debate about marriage equality gets a blustery second wind. All the developments from Canberra, live",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2015/oct/22/eric-abetz-declares-renewed-marriage-equality-push-an-ambush-politics-live,"""Commonwealth Bank""","Labor builds the pressure over marriage equality – politics live Labor attacks the royal commission into trade unions over its request for personal details of 9,000 members, and it launches a new policy on the sharing economy, as the Coalition’s internal debate about marriage equality gets a blustery second wind. All the developments from Canberra, live",-0.3182,0.046,0.87,0.084,negative
2015-10-23,"Mortgage rate rises are too little, too late to save Australia's bloated banking sector","Despite recent mortgage interest rate rises, Australian banks are more exposed to the risk of a housing market shock than ever before",The Guardian,Business,https://www.theguardian.com/business/2015/oct/24/mortgage-rate-rises-are-too-little-late-to-save-australias-bloated-banking-sector,"""Commonwealth Bank""","Mortgage rate rises are too little, too late to save Australia's bloated banking sector Despite recent mortgage interest rate rises, Australian banks are more exposed to the risk of a housing market shock than ever before",-0.5534,0.074,0.721,0.204,negative
2015-11-02,"Australian banks face falling profits, rising costs and closures, report warns","After nearly 20 years of growth on back of mining and housing booms, KPMG report says banks must tackle challenges or lose to stronger competition",The Guardian,Business,https://www.theguardian.com/business/2015/nov/02/banks-face-falling-profits-rising-costs-and-branch-closures-report-warns,"""Commonwealth Bank""","Australian banks face falling profits, rising costs and closures, report warns After nearly 20 years of growth on back of mining and housing booms, KPMG report says banks must tackle challenges or lose to stronger competition",0.5719,0.213,0.658,0.129,positive
2015-11-30,"Personal, political, persistent: how the campaign for marriage equality learned the hard way","After more than a decade, the Australian Marriage Equality campaign is one of the most well-honed of its kind, bringing together gay and straight supporters and targeting politicians. Now success looks like it will ultimately depend on a plebiscite of all voters. A special report by <strong>Brigid Delaney</strong> ",The Guardian,Australia news,https://www.theguardian.com/australia-news/2015/nov/30/personal-political-persistent-how-the-campaign-for-marriage-equality-learned-the-hard-way,"""Commonwealth Bank""","Personal, political, persistent: how the campaign for marriage equality learned the hard way After more than a decade, the Australian Marriage Equality campaign is one of the most well-honed of its kind, bringing together gay and straight supporters and targeting politicians. Now success looks like it will ultimately depend on a plebiscite of all voters. A special report by <strong>Brigid Delaney</strong> ",0.9403,0.236,0.745,0.019,positive
2015-12-01,No more 'business as usual' for Australia as climate change hits economy for $8bn,"Risks around extreme weather are high for Australian companies, but there are also plenty of opportunities to benefit from the ‘business boom’",The Guardian,Guardian Sustainable Business,https://www.theguardian.com/sustainable-business/2015/dec/01/no-more-business-as-usual-for-australia-as-climate-change-hits-economy-for-8bn,"""Commonwealth Bank""","No more 'business as usual' for Australia as climate change hits economy for $8bn Risks around extreme weather are high for Australian companies, but there are also plenty of opportunities to benefit from the ‘business boom’",0.7391,0.174,0.752,0.074,positive
2015-12-01,New generation wave energy: could it provide one third of Australia's electricity?,"A company called Carnegie Wave Energy is pushing the boundaries of wave-energy technology, and Australian island and coastal communities could be the first to take advantage of it",The Guardian,Guardian Sustainable Business,https://www.theguardian.com/sustainable-business/2015/dec/01/new-generation-wave-energy-could-it-provide-one-third-of-australias-electricity,"""Commonwealth Bank""","New generation wave energy: could it provide one third of Australia's electricity? A company called Carnegie Wave Energy is pushing the boundaries of wave-energy technology, and Australian island and coastal communities could be the first to take advantage of it",0.6369,0.144,0.856,0.0,positive
2015-12-15,Australian share market hits two-year low after sixth straight day of losses,Banks and mining companies continue to drag the ASX/S&amp;P 200 lower amid uncertainty about the US Fed rate decision and continued low commodity prices,The Guardian,Business,https://www.theguardian.com/business/2015/dec/15/australian-share-market-hits-two-year-low-after-sixth-straight-day-of-losses,"""Commonwealth Bank""",Australian share market hits two-year low after sixth straight day of losses Banks and mining companies continue to drag the ASX/S&amp;P 200 lower amid uncertainty about the US Fed rate decision and continued low commodity prices,-0.8074,0.09,0.615,0.295,negative
2016-01-13,No compensation from electricity firm after Storm Desmond power cuts,Electricity North West says no payments will be made despite having encouraged customers to apply for compensation,The Guardian,UK news,https://www.theguardian.com/uk-news/2016/jan/13/electricity-firm-retracts-compensation-pledge-storm-desmond-power-cuts,"""Commonwealth Bank""",No compensation from electricity firm after Storm Desmond power cuts Electricity North West says no payments will be made despite having encouraged customers to apply for compensation,-0.7724,0.0,0.725,0.275,negative
2016-02-10,Australian share market enters bear territory as billions wiped off value,Almost $20bn lost from the value of companies as ASX/S&amp;P 200 falls to lowest level since 2013,The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/feb/10/australian-share-market-enters-bear-territory-as-billions-wiped-off-value,"""Commonwealth Bank""",Australian share market enters bear territory as billions wiped off value Almost $20bn lost from the value of companies as ASX/S&amp;P 200 falls to lowest level since 2013,0.3353,0.202,0.664,0.133,positive
2016-02-25,Australia's biggest banks pump billions into fossil fuels despite climate pledges,"Amid dire warnings for the future of coal, the lenders signed off on $5.5bn worth of deals for the sector in 2015, according to analysis by activist group",The Guardian,Environment,https://www.theguardian.com/environment/2016/feb/26/australias-biggest-banks-pump-billions-into-fossil-fuels-despite-climate-pledges,"""Commonwealth Bank""","Australia's biggest banks pump billions into fossil fuels despite climate pledges Amid dire warnings for the future of coal, the lenders signed off on $5.5bn worth of deals for the sector in 2015, according to analysis by activist group",-0.5106,0.044,0.835,0.121,negative
2016-03-08,Asic examines claims CommInsure avoiding payouts to sick and dying,Insurance arm of Commonwealth Bank reportedly delaying or rejecting patients’ claims based on outdated criteria,The Guardian,Business,https://www.theguardian.com/business/2016/mar/08/asic-examines-claims-comminsure-avoiding-payouts-to-sick-and-dying,"""Commonwealth Bank""",Asic examines claims CommInsure avoiding payouts to sick and dying Insurance arm of Commonwealth Bank reportedly delaying or rejecting patients’ claims based on outdated criteria,-0.8271,0.0,0.717,0.283,negative
2016-03-28,'Billionaire' tradesman may have used fake banking app to dupe lawyer,"Phillip Harrison could face prosecution for perverting the course of justice if it’s proved he misled his lawyer into presenting fake evidence about his wealth in court, says Queensland Law Society president",The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/mar/28/billionaire-tradesman-may-have-used-fake-banking-app-to-dupe-lawyer,"""Commonwealth Bank""","'Billionaire' tradesman may have used fake banking app to dupe lawyer Phillip Harrison could face prosecution for perverting the course of justice if it’s proved he misled his lawyer into presenting fake evidence about his wealth in court, says Queensland Law Society president",-0.743,0.117,0.637,0.246,negative
2016-04-07,Shorten won’t rule out Labor support for a bank royal commission,"Treasurer Scott Morrison calls Shorten’s statement “a distraction”, but support for a bank royal commission grows",The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/apr/07/shorten-wont-rule-out-labor-support-for-a-bank-royal-commission,"""Commonwealth Bank""","Shorten won’t rule out Labor support for a bank royal commission Treasurer Scott Morrison calls Shorten’s statement “a distraction”, but support for a bank royal commission grows",0.6858,0.217,0.783,0.0,positive
2016-04-08,Labor calls for banking and financial services royal commission,Bill Shorten says scandals reveal systemic problems and Labor will act if the government does not,The Guardian,Business,https://www.theguardian.com/business/2016/apr/08/labor-calls-for-banking-and-financial-services-royal-commission,"""Commonwealth Bank""",Labor calls for banking and financial services royal commission Bill Shorten says scandals reveal systemic problems and Labor will act if the government does not,-0.7096,0.0,0.796,0.204,negative
2016-04-15,They make enormous profit and rip customers off – banks need to clean up their act,Imagine what might be found by a royal commissioner looking into banks with the passion Dyson Heydon had for looking into unions ,The Guardian,Opinion,https://www.theguardian.com/commentisfree/2016/apr/15/the-big-banks-need-to-clean-up-their-culture-but-they-cant-do-it-themselves,"""Commonwealth Bank""",They make enormous profit and rip customers off – banks need to clean up their act Imagine what might be found by a royal commissioner looking into banks with the passion Dyson Heydon had for looking into unions ,0.8357,0.203,0.797,0.0,positive
2016-04-16,Breaking borders: how to make the best bookshop in the world,"The independent chain was awarded International Bookstore of the Year this week. According to Readings’ manager Mark Rubbo, it’s all about community",The Guardian,Books,https://www.theguardian.com/books/2016/apr/16/breaking-borders-how-to-make-the-best-bookshop-in-the-world,"""Commonwealth Bank""","Breaking borders: how to make the best bookshop in the world The independent chain was awarded International Bookstore of the Year this week. According to Readings’ manager Mark Rubbo, it’s all about community",0.7845,0.182,0.818,0.0,positive
2016-04-21,"Queensland mining job losses dwarfed by new services jobs, says report","Mining shed 22,000 jobs 2013–2015, but health and community services created almost double that number, education added 34,000 and tourism 27,000 ",The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/apr/21/queensland-mining-job-losses-dwarfed-by-new-services-jobs-says-report,"""Commonwealth Bank""","Queensland mining job losses dwarfed by new services jobs, says report Mining shed 22,000 jobs 2013–2015, but health and community services created almost double that number, education added 34,000 and tourism 27,000 ",0.179,0.103,0.843,0.054,positive
2016-04-22,History is on Turnbull's side in double-dissolution gamble – but only just,Four of the six Australian governments that called double dissolution elections won – but there are no guarantees for the Coalition in 2016,The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/apr/22/malcolm-turnbulls-double-dissolution-election-gamble-gough-whitlam,"""Commonwealth Bank""",History is on Turnbull's side in double-dissolution gamble – but only just Four of the six Australian governments that called double dissolution elections won – but there are no guarantees for the Coalition in 2016,0.5023,0.124,0.808,0.069,positive
2016-05-03,Parliament winds up business to await treasurer's speech – as it happened,It’s budget day in the national capital,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2016/may/03/budget-2016-morrison-says-australia-will-live-within-its-means-politics-live,"""Commonwealth Bank""",Parliament winds up business to await treasurer's speech – as it happened It’s budget day in the national capital,0.1027,0.072,0.928,0.0,positive
