date,title,trail_text,source,section,url,query
2018-08-17,Superannuation scandal: four steps to ensure you're not being ripped off,"After the royal commission exposed large-scale rorting of super accounts, we explain how you can check whether your nest egg is being looked after",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/18/superannuation-scandal-four-steps-to-ensure-youre-not-being-ripped-off,"""Commonwealth Bank"""
2018-08-21,"Super trustees should face fines and jail for failing duties, senator says","Banking reform campaigner John Williams blames Labor and Greens for not supporting legislation, but urges PM to try again",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/22/super-trustees-should-face-fines-and-jail-for-failing-duties-senator-says,"""Commonwealth Bank"""
2018-08-22,AMP's new chief could earn $8.3m in first year if he meets targets,Scandal-plagued bank criticised for persisting with short-term incentivised pay,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/22/amps-new-chief-could-earn-83m-in-first-year-if-he-meets-targets,"""Commonwealth Bank"""
2018-08-24,Banking inquiry accuses NAB and CBA of possible criminal offences,Royal commission comes down heavily on the two big banks and Australia’s corporate and financial regulators,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/25/banking-inquiry-accuses-nab-and-cba-of-possible-criminal-offences,"""Commonwealth Bank"""
2018-09-01,Government's reef monitoring stalled during crisis bleaching event as funds dried up,"<strong>Exclusive</strong>: Marine Park Authority scaled back surveys in 2017, when mass bleaching occurred in successive years for first time",The Guardian,Environment,https://www.theguardian.com/environment/2018/sep/02/governments-reef-monitoring-stalled-during-crisis-bleaching-event-as-funds-dried-up,"""Commonwealth Bank"""
2018-09-04,Crossbench dismisses idea Coalition may deregister CFMEU,Independent Bob Katter says any move on construction union could ‘smash’ unionism in Australia,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/sep/04/crossbench-dismisses-idea-coalition-may-deregister-cfmeu,"""Commonwealth Bank"""
2018-09-06,"Commonwealth and ANZ raise mortgage rates, blaming rising costs","Australia’s largest lender said that rates would increase by 0.15 percentage points in October, while ANZ hikes by 0.16 points",The Guardian,News,https://www.theguardian.com/news/2018/sep/06/commonwealth-and-anz-raise-mortgage-rates-blaming-rising-costs,"""Commonwealth Bank"""
2018-09-08,Big banks and employers do what they like - because they can,It’s swings and roundabouts - bank customers and workers get thrown off the roundabout and hit in the back of the head with the swing,The Guardian,Business,https://www.theguardian.com/business/grogonomics/2018/sep/09/big-banks-and-employers-do-what-they-like-because-they-can,"""Commonwealth Bank"""
2018-09-11,John Howard's former chief of staff apologises for calling Labor's female MPs 'dregs' –  as it happened,Peter Dutton hits out over Quaedvlieg claims; plus former Trump aide George Papadopoulos accuses Alexander Downer of lying to FBI,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/sep/11/politics-coalition-labor-dutton-morrison-shorten-,"""Commonwealth Bank"""
2018-09-12,Inheritance impatience: 'Our family has been wrecked by this experience',Those vulnerable to financial elder abuse are often let down by the legal system and people they should be able to trust most <br>,The Guardian,Life and style,https://www.theguardian.com/lifeandstyle/2018/sep/12/inheritance-impatience-our-family-has-been-wrecked-by-this-experience,"""Commonwealth Bank"""
2018-09-17,"AMP admits it kept charging more than 4,600 dead people for life insurance",Royal commission told $1.3m in premiums was charged to super customers AMP knew had died,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/sep/17/amp-admits-it-kept-charging-more-than-4600-dead-people-for-life-insurance,"""Commonwealth Bank"""
2018-09-17,Scott Morrison responds to complaints of bullying in Liberal party – as it happened,The prime minister says he wants to ensure MPs and candidates are treated with respect,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/sep/17/scott-morrison-aged-care-coalition-labor-dutton-politics-live,"""Commonwealth Bank"""
2018-09-18,Independent schools hire Labor-aligned lobbyists to fight for school funding,Sector sets sights on federal election by enlisting Hawker Britton to push agenda,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/sep/18/independent-private-schools-hire-labor-aligned-lobbyists-to-fight-for-school-funding,"""Commonwealth Bank"""
2018-09-25,Coalition reveals smallest deficit in a decade after decline in welfare spending,Josh Frydenberg says budget on track to return to balance by 2019-20 after tax receipts $13.4bn higher than expected ,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/sep/25/coalition-reveals-smallest-deficit-in-a-decade-after-decline-in-welfare-spending,"""Commonwealth Bank"""
2018-09-27,"Banking commission should be given 'more time and more scope', Labor says",Acting Labor leader Tanya Plibersek says government should allow commission to travel throughout Australia<br>,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/sep/27/banking-commission-should-be-given-more-time-and-more-scope-labor-says,"""Commonwealth Bank"""
2018-09-28,'A day of shame': banking royal commission interim report delivered – as it happened,Banking Association’s Anna Bligh responds to Commissioner Kenneth Hayne’s interim findings<br>,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/sep/28/banking-royal-commission-delivers-interim-report-live,"""Commonwealth Bank"""
2018-09-28,Banking royal commission condemns greed of financial sector in first report,Josh Frydenberg says misconduct has gone unpunished as he releases inquiry’s interim report,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/sep/28/banking-royal-commission-condemns-greed-of-financial-sector-in-first-report,"""Commonwealth Bank"""
2018-09-29,Just a populist whinge? The banking report is damning of Morrison's judgment,"The government can take no pride in the findings, as Scott Morrison himself fought against holding the commission at all",The Guardian,Opinion,https://www.theguardian.com/commentisfree/2018/sep/30/just-a-populist-whinge-the-banking-report-is-damning-of-morrisons-judgment,"""Commonwealth Bank"""
2018-10-04,Shonky awards 2018: Commonwealth Bank's Dollarmites gets a gong,Toaster that doesn’t toast and potentially risky portable cots also recipients of mock awards<br>,The Guardian,News,https://www.theguardian.com/news/2018/oct/04/shonky-awards-2018-commonwealth-banks-dollarmites-gets-a-gong,"""Commonwealth Bank"""
2018-10-09,Australian shares hit four-month low as IMF warns on growth,Sharemarket suffers broad-based declines as international body cuts forecast for Australian economy amid global tensions ,The Guardian,Business,https://www.theguardian.com/business/2018/oct/09/australian-shares-dragged-down-to-a-four-month-low,"""Commonwealth Bank"""
2018-10-10,Follow the money: retail superannuation funds face day of reckoning,"After the royal commission revealed retail funds involvement in multiple scandals, consumers are shifting billions over to industry funds",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/oct/11/follow-the-money-retail-superannuation-funds-face-day-of-reckoning,"""Commonwealth Bank"""
2018-10-10,"Morning mail: Ruddock rejected, experts dismiss climate 'canter', and Michael lands",<strong>Thursday: </strong>Key crossbenchers say banning gay students would be a retrograde step. Plus: Beef consumption ‘must fall 90%’,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/oct/11/morning-mail-ruddock-rejected-experts-dismiss-climate-canter-and-michael-lands,"""Commonwealth Bank"""
2018-10-11,Commonwealth Bank executives jeered by customers in parliamentary hearing,"Chief Matt Comyn apologises for bank, admitting CBA wrong to oppose royal commission",The Guardian,News,https://www.theguardian.com/news/2018/oct/11/commonwealth-bank-executives-jeered-by-customers-in-parliamentary-hearing,"""Commonwealth Bank"""
2018-10-19,NAB chief tells inquiry banks started ‘drifting’ from customers 20 years ago,Andrew Thorburn says he is ashamed of how National Australia Bank has behaved in recent years,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/oct/19/nab-chief-tells-inquiry-banks-started-drifting-from-customers-20-years-ago,"""Commonwealth Bank"""
2018-10-22,Sydney property slowdown bites as auction clearance rates tumble,City’s housing market now facing toughest conditions since global financial crisis,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/oct/22/sydney-property-slowdown-bites-as-auction-rates-slump,"""Commonwealth Bank"""
2018-10-30,Reserve Bank warns of looming global threats to Australian economy,Assistant governor nominates household debt levels and bank exposure to shifts in risk sentiment,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/oct/30/australian-economy-at-risk-from-hit-to-bank-profits-and-global-downturn,"""Commonwealth Bank"""
2018-10-30,Burnout and unfair advantages: Super Netball’s problematic World Cup break,Plans for Australia’s domestic competition during next year’s tournament raise major concerns,The Guardian,Sport,https://www.theguardian.com/sport/2018/oct/31/burnout-and-unfair-advantages-super-netballs-problematic-world-cup-break,"""Commonwealth Bank"""
2018-10-31,New banking umpire focused on 'fair outcomes' as well as contracts,Australian Financial Complaints Authority officially begins on Thursday with broader power to adjudicate,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/nov/01/new-banking-umpire-focused-on-fair-outcomes-as-well-as-contracts,"""Commonwealth Bank"""
2018-11-03,"Eftpos outage resolved, says Telstra, after earlier advising people to carry cash",Company says ‘faulty vendor equipment’ to blame as business owners express frustration over lost sales,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/nov/03/eftpos-outage-carry-cash-says-telstra-as-problem-continues-for-second-day,"""Commonwealth Bank"""
